Company,items,industry,description
엔케이,"고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매","구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 1980년 설립된 고압가스용기 및 선박용 소화장치를 제조 및 판매하는 기업임. 주요 종속회사로는 (주)이엔케이, 주식회사 참좋은 등이 있음.
동사와 주요종속회사가 영위하는 주요 사업은 고압가스 용기부문, 소화장치(고정식)부문, 밸러스트 수처리장치 부문, 해양플랜트 기자재 부문으로 구성되어 있음.
2023년 1분기 말 기준 현재 동사 및 연결실체가 영위하는 사업과 관련하여 총 153건의 지적재산권을 보유하고 있음.
출처 : 에프앤가이드"
우진아이엔에스,반도체/디스플레이 코팅덕트,건물설비 설치 공사업,"기업개요
동사의 사업부문은 하이테크 사업부문과 일반설비 사업부문으로 구성되어 있으며, 하이테크 사업부문은 반도체 및 디스플레이 공장에 사용되는 코팅덕트 등을 제조 및 설치하고 있음.
일반설비 사업부문은 아파트, 오피스, 호텔, 백화점, 병원, 쇼핑몰, IDC센터, 반도체 공장 등에 사용되는 일반설비를 제조 및 설치하고 있음.
천안에 소재한 제조공장에서는 Coated Duct, Hook up 및 그 악세사리를 생산하고 있음
출처 : 에프앤가이드"
유수홀딩스,지주사업,회사 본부 및 경영 컨설팅 서비스업,"기업개요
동사는 ""대한해운공사법""에 근거하여 ""해운업, 수출입업"" 등을 영위할 목적으로, 1949년 12월 23일 ""대한해운공사""로 설립됨.
동사는 2014년 12월 31일 기준으로 법률상 지주회사 요건 미충족으로 지주회사에서는 적용 제외되나 자회사의 주식을 확보, 유지, 관리하는 등 실질적인 지주회사임.
동사의 영업수익은 임대사업수익, 자회사의 배당수익 등으로 구성되어 있음.
출처 : 에프앤가이드"
제주항공,"여객운송서비스, 화물운송서비스",항공 여객 운송업,"기업개요
동사는 2005년 설립되어 정기항공운송사업면허 및 노선개설면허를 취득하고 국내, 국제 항공 여객운송업 및 화물운송업을 영위하고 있음,
동사의 사업부문은 항공운송부문, 호텔사업부문, 서비스부문, 항공운수보조 외 부문으로 구분되며, 항공운송부문에서는 여객수입, 화물수입으로 구성되는 노선사업과, 기내상품판매 등 기타수입으로 구분됨.
2023년 1분기 동사의 탑승객 시장점유율은 국내선은 16.3%, 국제선은 12.0%임.
출처 : 에프앤가이드"
진흥기업,"아파트건설,토목공사,건축공사,국내도급공사",토목 건설업,"기업개요
동사는 토목 및 건축공사, 주택 건설과 판매 등을 주 사업 목적으로 1959년 9월 설립되었음.
종합 건설업체로서 크게 토목, 건축/주택, 플랜트의 3개 분야에 진출하고 있으며 발주처에 따라 공공 부문과 민간 부문의 2개 부문으로 나뉨.
동사는 국내/외에서 주택사업, 재개발/재건축사업, 업무/상업시설, 토목/환경, SOC사업 등 다양한 건설사업분야에 적극 참여 중임.
출처 : 에프앤가이드"
천일고속,"고속버스운수(경부선,44개 노선),도로여객운수업,운수창고업,유류판매,부동산 임대",육상 여객 운송업,"기업개요
동사는 1949년 설립 후, 여객자동차운송사업, 부동산매매 및 임대업을 목적 사업으로 영위하고 있음.
전국을 영업장으로 하고 있으나 지정된 노선에 따라 운행 횟수를 공동으로 조정하여 시장이 아주 제한되어 있다는 산업적 특성을 지니며 여객운송업으로서 최신장비(고속버스) 투입 등 서비스 개선을 위한 노력을 지속함.
매출구성은 운송사업부문 96.51%, 임대사업부문 1.56%, 기타수입부문 1.94%로 이루어져 있음.
출처 : 에프앤가이드"
한익스프레스,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매",도로 화물 운송업,"기업개요
1979년 5월 삼희통운 주식회사로 설립되었으며, 1997년 9월 상호를 한익스프레스로 변경함.
동사는 전국적 물류거점을 구축하고 육상화물운송 및 국제운송주선, 3PL등을 주요 사업으로 영위하며 특히 특수화물운송에서 국내 최고의 위치를 점유하고 있는 종합물류기업임.
종속회사는 4개사로, 물류업(HAN EXPRESS LOGISTICS(NINGBO) / HAN EXPRESS VIETNAM / 피티엘)과 도급업(피티에스)을 영위함.
출처 : 에프앤가이드"
한창,"소화기, 통신장비 유통",기계장비 및 관련 물품 도매업,"기업개요
제조부문 종속회사인 한주케미칼은 1988년 설립되어 1991년 할론가스 생산설비를 준공하였고, 2006년 한국소방산업기술원으로부터 국내에서 유일하게 할론1301 가스소화설비 프로그램 인증을 획득함.
2014년 종속회사 한연개발을 설립하여 부산 시청역 SK VIEW 주상복합 자체 개발사업을 첫 프로젝트로 큰 성과를 거둠.
현재는 부동산 개발업뿐만 아니라 종속회사 한창이피엠을 통하여 PM, 투자, 운용 등의 사업을 영위함.
출처 : 에프앤가이드"
현대코퍼레이션,"자동차,철강,기계,선박,플랜트,컴퓨터,전자제품 수출,수출입대행/자원(탄광,유전) 개발",상품 종합 도매업,"기업개요
1976년 설립된 동사는 자동차, 철강, 화학제품 및 플랜트 등의 제품을 수출입하는 종합상사임. 2016년 공정위의 승인으로 현대중공업 기업집단으로부터 계열 분리됨.
철강, 승용부품, 상용에너지, 기계인프라, 석유화학, 기타(자원개발) 등 6개 사업부문으로 구성되어 있으며, 각 사업부문은 수출입업, 삼국간 무역 및 해외자원개발 사업을 영위함.
2015년 10월 브랜드/신사업부문을 인적분할하여 현대코퍼레이션홀딩스를 설립함.
출처 : 에프앤가이드"
흥아해운,외항화물운송업(케미컬탱커),해상 운송업,"기업개요
동사는 1961년 12월 설립되어 1976년 6월 유가증권시장에 상장됨. 또한 2021년 6월 경영정상화 목적의 유상증자를 진행하여 장금상선이 최대주주가 됨.
동사는 아시아 지역에서의 액체석유화학제품의 해상운송을 주업으로 하고 있으며, 그 외 부동산 임대업을 행하고 있음.
2023년 5월 기준, 회사가 직접 투자한 계열회사 중 정상적으로 사업을 영위 중인 계열회사는 11개사(국내 7개, 해외 4개)임.
출처 : 에프앤가이드"
CNT85,산업설비 제조외,건물설비 설치 공사업,"기업개요
동사는 1996년 설립되어 2020년 한국필터(주)를 합병하였고, 2021년 (주)로터스엔지니어링을 합병함.
현재 환경시설 및 플랜트 설비 관련 설계, 시공 및 관련 기계 등의 제조및 판매, 필터프레스 제조 및 설치 등 사업을 영위하고 있음.
동사는 플랜트 분야에서도 오랜 기간 사업을 영위해왔으며, 숙련된 기술과 높은 경쟁력을 가지고 있음. 또한 필터프레스 사업부문은 플랜트 사업부문과의 연계를 통한 제조 및 납품이 가능함.
출처 : 에프앤가이드"
금화피에스시,"설비,철물,전기,강구조물",전기 및 통신 공사업,"기업개요
다년간 축적된 발전설비의 경험과 우수한 정비기술을 바탕으로 민간업체중 자본금 규모와 상용근로자수 등에서 충분한 경쟁력을 확보하고 있음.
전문화된 인력제공 및 안정적인 공사수행으로 원도급 및 종합건설 고객사로 부터 우수정비업체선정과 우수협력업체로 등록되어 우수전문기업으로 시공능력을 평가받고 있음.
동사는 체계적인 사내외 교육을 통하여 보다 전문화된 기술과 안정되고 숙련된 전문기술인을 고객사에게 제공함.
출처 : 에프앤가이드"
누리플랜,"경관조명, 경관시설","구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 1994년에 설립되어 '세상을 아름답고 안전하게 하는 기업'을 모토로 사업을 영위 중임.
대기환경 플랜트, 경관조명, 상업조명, 경관시설, 플랜트, 융복합보안 사업에 필요한 설비 생산, 설계, 컨설팅, 시공, 운영, 그리고 사후관리까지 전 과정을 책임지는 Total Solution Provider임.
동사의 영업 및 판매활동은 본사 영업부를 축으로 이루어지고 있으며, 대부분의 매출은 수요자와 직접계약 판매방식을 취함.
출처 : 에프앤가이드"
로보티즈,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",특수 목적용 기계 제조업,"기업개요
동사는 1999년 3월 25일에 설립되어 서비스로봇 솔루션 및 로봇부품을 연구 개발, 생산 및 판매하고 있음.
동사의 핵심 기술(제품)은 서비스 로봇 구축 솔루션이며, 로봇전용 액츄에이터와 이를 효과적으로 활용할 수 있는 지능형 소프트웨어로 구성되어 있음.
동사의 핵심 기술(제품)은 서비스 로봇 구축 솔루션이며, 로봇전용 액츄에이터와 이를 효과적으로 활용할 수 있는 지능형 소프트웨어로 구성되어 있음.
출처 : 에프앤가이드"
모헨즈,레미콘,"시멘트, 석회, 플라스터 및 그 제품 제조업","기업개요
동사는 레미콘 제조 및 판매 등을 주요 목적사업으로 하여 1970년 설립되어 1989년 코스닥시장에 상장함.
동사는 레미콘 제조 및 판매에 관한 사업을 주사업으로 하고 있으며, 종속회사인 덕원산업 역시 레미콘 제조 및 판매, 용접에 관한 사업을 주사업으로 함.
동사를 제외하고 1개의 계열회사 덕원산업(레미콘 제조 및 판매업, 용접사업)을 가지고 있으며 현재 비상장회사임.
출처 : 에프앤가이드"
보성파워텍,송배전용자재,"구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 국내 전력시장을 중심으로 송배전 자재 및 발전소, 변전소 철골 등 전력산업에 사용되는 전력 기자재 개발 및 제작, 판매를 주된 사업으로 영위.
동사의 주요 영업부문으로는 구조용 금속 판제품 및 공작물을 제조하는 철구조사업부문과 전기회로의 개폐, 보호장치를 제조하는 중전기사업 부문으로 사업을 운영.
주력 제품으로는 가스개폐기, 주상변압기, 송전철탑, 발전소, 변전소용 철구조물 등을 충북 충주, 전남 나주공장에서 직접 생산.
출처 : 에프앤가이드"
비엠티,"정밀계장용피팅및밸브류,전원분배장치(MCPD)",일반 목적용 기계 제조업,"기업개요
동사는 1988년 설립되어 현재 산업용 정밀 Fitting 및 Valve와 전기분전반 생산을 주된 사업으로 영위 하고 있음.
산업용 Fitting 및 Valve를 주력제품으로 국내외 조선/해양플랜트, 발전(원자력), 플랜트산업, 반도체 생산업체에 공급하고 있음.
2014년 하반기 산업용 밸브 공장의 완공으로 최첨단 검사 장비와 일체 조립.생산 시스템을 갖추어 조선.해양 등 중공업 부문의 플랜트 건설에 공급하고 있음.
출처 : 에프앤가이드"
삼영이엔씨,"GMDSS장비, GPS플로터 등",통신 및 방송 장비 제조업,"기업개요
1978년 설립된 동사는 선박통신장비, 항해장비, 방산장비, 기타장비(어로 및 조타장비) 등 선박전자장비의 제조 및 판매를 주요 사업으로 하고 있음.
30여 기종 이상의 다양한 제품 포트폴리오를 확보하고 있으며 안정적인 국내 시장 기반을 바탕으로 해외 시장에서의 제품 다각화 및 서비스망 확충을 통해 사업 기반을 확대중임.
국제연합(UN) 산하 국제해사기구(IMO)가 주도하는 해양디지털화 시장을 적극 공략해 나갈 계획임.
출처 : 에프앤가이드"
서희건설,"토목, 건축, 부동산임대업",건물 건설업,"기업개요
1982년 운송전문업체인 영대운수로 설립되어 운송업을 영위하다, 1994년 9월에 건설업으로 업종 전환함.
포스코의 포항, 광양사업소 토건정비공사를 시작으로 조달청, 지자체의 발주공사 등 다수 관급 및 민간공사를 수주하며, 지역주택사업을 영위하는 중견건설업체임.
지역주택조합으로부터 도급받아 공사를 시행하는 형태의 사업방식에 특화되어 있으며, 주택 브랜드로 ‘서희스타힐스’를 보유하고 있음.
출처 : 에프앤가이드"
